"id","text","freq","class","city","prob","medianDocMidDist","nchars","nwords","folds"
462332,"with grass carp",1,1,"Louisiana_Shreveport",8.01e-07,0.037719796,15,3,3
161830,"exhibit c",21,1,"Louisiana_Shreveport",1.68e-05,0.347865502,9,2,5
218089,"items or applications and to this end the provisions of this ordinance are hereby",64,1,"Louisiana_Shreveport",5.12e-05,0.349148958,81,14,4
2,"a",339,1,"Louisiana_Shreveport",0.000271459,0.241424802,1,1,4
139518,"departments",465,1,"Louisiana_Shreveport",0.000372355,0.104651163,11,1,4
84277,"coming at one time normally usually one humongous group that comes to",1,0,"Louisiana_Shreveport",8.01e-07,0.254172185,69,12,3
315770,"posted on",4557,1,"Louisiana_Shreveport",0.00364908,0.119318182,9,2,1
361641,"shreveport i want to say that i appreciate the support you all gave to the people in the",1,0,"Louisiana_Shreveport",8.01e-07,0.125,88,18,5
148030,"d ordinances on second reading and final passage numbers are",146,0,"Louisiana_Shreveport",0.000116911,0.086866691,60,10,2
139749,"department we felt that money should be allocated it not that we think it should",2,0,"Louisiana_Shreveport",1.6e-06,0.095003785,80,15,4
367049,"someone is appointed to a committee that we check them out that if they owe us any",1,0,"Louisiana_Shreveport",8.01e-07,0.278586279,82,17,2
5833,"address a problem in the city of shreveport so i want the citizens of this city to know",1,0,"Louisiana_Shreveport",8.01e-07,0.24076087,87,18,1
124362,"councilman walford mr chairman since there is pending state legislation i",1,0,"Louisiana_Shreveport",8.01e-07,0.022999521,73,11,2
357075,"severable",632,1,"Louisiana_Shreveport",0.000506083,0.202470985,9,1,4
334825,"regular agenda legislation",591,1,"Louisiana_Shreveport",0.000473251,0.244063325,26,3,1
69381,"caddo parish commissioner stephanie lynch",1453,1,"Louisiana_Shreveport",0.00116351,0.219178082,41,5,5
4746,"actual estimate goal",570,1,"Louisiana_Shreveport",0.000456435,0.182162245,20,3,5
284175,"office abo have worked in the last year to update and revise the alcohol laws in an",8,0,"Louisiana_Shreveport",6.41e-06,0.209615422,83,17,5
160754,"examination of the railroad issue since it is a federal venue as i understand it not a state",1,0,"Louisiana_Shreveport",8.01e-07,0.091048951,92,18,1
171501,"form center",56,1,"Louisiana_Shreveport",4.48e-05,0.247092671,11,2,1
306633,"parts thereof in conflict herewith are hereby repealed",4,0,"Louisiana_Shreveport",3.2e-06,0.120889116,54,8,4
286221,"of ordinances relative to the funky fridays event and to otherwise",1,0,"Louisiana_Shreveport",8.01e-07,0.227969349,66,11,5
215651,"is going to look easy compared to",1,0,"Louisiana_Shreveport",8.01e-07,0.278185745,33,7,5
65160,"bulk",24,1,"Louisiana_Shreveport",1.92e-05,0.318335361,4,1,5
462329,"with government auditing standards in considering the internal control over financial reporting",2,0,"Louisiana_Shreveport",1.6e-06,0.4178641,95,12,3
99507,"councilman carmody i would support the underground as well just from the",1,0,"Louisiana_Shreveport",8.01e-07,0.354862119,72,12,2
407672,"thereof which was filed with the original copy of this resolution for public inspection in the",4,0,"Louisiana_Shreveport",3.2e-06,0.10516752,94,16,3
176775,"funding as it affects the lease rates and so when we get that done we can enter into an",1,0,"Louisiana_Shreveport",8.01e-07,0.009151414,87,19,5
434313,"unfunded needs",480,1,"Louisiana_Shreveport",0.000384367,0.202057361,14,2,4
64129,"budget change budget years",1006,1,"Louisiana_Shreveport",0.000805568,0.241881285,26,4,5
144989,"distribution and collection systems",46,0,"Louisiana_Shreveport",3.68e-05,0.102397132,35,4,2
369802,"spar weightlifting vs olympian kendrick",1451,1,"Louisiana_Shreveport",0.001161908,0.140718563,39,5,5
32934,"apparently prior counsel for the dda decided that it necessary to bring this issue before the",1,0,"Louisiana_Shreveport",8.01e-07,0.121456764,93,16,3
421391,"to accept a monetary donation",4,1,"Louisiana_Shreveport",3.2e-06,0.304627207,29,5,5
363567,"sign in",3185,1,"Louisiana_Shreveport",0.002550432,0.457446809,7,2,2
180633,"glad a year ago we budget like the lady from one of the arts organization",1,0,"Louisiana_Shreveport",8.01e-07,0.060752688,73,15,4
136292,"debit service for what you were doing these jobs today what paying for the",1,0,"Louisiana_Shreveport",8.01e-07,0.475690608,74,14,3
388990,"that was my concern it had nothing to do with raiding the fund but in fact it was",1,0,"Louisiana_Shreveport",8.01e-07,0.063419913,81,18,1
208725,"in one or more series for the purpose of refunding certain existing",2,0,"Louisiana_Shreveport",1.6e-06,0.264643363,67,12,1
212915,"in the practice of questioning motive i just look at what you say and",1,0,"Louisiana_Shreveport",8.01e-07,0.350284784,69,14,4
291379,"one or more series for the purpose of refunding certain existing",1,0,"Louisiana_Shreveport",8.01e-07,0.003759398,64,11,2
68160,"by compressed natural gas that be able to take some significance there there is also",1,0,"Louisiana_Shreveport",8.01e-07,0.373394495,84,15,3
121289,"councilman shyne yeah have the amendment",1,1,"Louisiana_Shreveport",8.01e-07,0.465556397,40,6,1
347412,"rss",3859,1,"Louisiana_Shreveport",0.003090147,0.287671233,3,1,1
331691,"rebate incentive pay trip and the film industry incentive program fiip each agreement was negotiated under a",1,0,"Louisiana_Shreveport",8.01e-07,0.123637888,108,17,5
122308,"councilman walford and this will be mary smith and elvira smith",1,1,"Louisiana_Shreveport",8.01e-07,0.225543478,63,11,1
250488,"month",88,0,"Louisiana_Shreveport",7.05e-05,0.350393701,5,1,3
454592,"whereas section of the charter of the city of shreveport requires the department of",1,0,"Louisiana_Shreveport",8.01e-07,0.104492852,83,14,2
283397,"ofc cler training",28,1,"Louisiana_Shreveport",2.24e-05,0.286738058,17,3,2
322710,"property for business operations in the city of shreveport requiring the provision of",29,0,"Louisiana_Shreveport",2.32e-05,0.451634877,85,13,3
192808,"hereby repealed",1074,1,"Louisiana_Shreveport",0.00086002,0.23720027,15,2,2
76474,"charges for services",120,1,"Louisiana_Shreveport",9.61e-05,0.340939244,20,3,3
290142,"old business",30,1,"Louisiana_Shreveport",2.4e-05,0.176509317,12,2,5
79936,"city office and now brings the lease into final agreement between parties",1,0,"Louisiana_Shreveport",8.01e-07,0.000324465,73,12,4
204923,"increase internal service charges by",6,1,"Louisiana_Shreveport",4.8e-06,0.118339552,36,5,5
2801613,"posted date total tac amount",589240,1,"New York_New York City",0.034355992,0.251235927,28,5,3
650365,"careers page of",1,1,"New York_New York City",5.83e-08,0.189189189,15,3,3
2194252,"managing modesto santiago owner",3,0,"New York_New York City",1.75e-07,0.380882645,31,4,2
142973,"agent ogden cap properties information douglas elliman property mgmt",7,0,"New York_New York City",4.08e-07,0.480260834,68,9,4
3101407,"r mcleod cuny laguardia community c n",7,0,"New York_New York City",4.08e-07,0.081365289,37,7,3
584004,"brooklyn ny",52721,0,"New York_New York City",0.00307393,0.25413836,11,2,1
3287655,"soil bacteria that produce toxins which control mosquito larvae these microbial larvicides",2,0,"New York_New York City",1.17e-07,0.040250161,90,12,5
3584281,"them to the historic daily values to generate future hdd and cdd for",1,0,"New York_New York City",5.83e-08,0.451161311,68,13,4
2296865,"mixed use number of units",179,0,"New York_New York City",1.04e-05,0.426062847,25,5,3
1017407,"design development",19,1,"New York_New York City",1.11e-06,0.235860144,18,2,5
568610,"breastfeeding",40,0,"New York_New York City",2.33e-06,0.243186735,13,1,1
72077,"administrative and political districts election districts clipped to shoreline",12,0,"New York_New York City",7e-07,0.129091697,78,9,2
3226114,"share",12681,1,"New York_New York City",0.000739373,0.166666667,5,1,5
4091957,"y shteyn transit authority",7,1,"New York_New York City",4.08e-07,0.333006954,26,4,4
3362691,"straphangers are consistently getting less for more and this is an important way the city can help them access an important tax break while promoting mass transit use at the same time",1,0,"New York_New York City",5.83e-08,0.005263158,183,32,1
3768164,"to years",18194,1,"New York_New York City",0.001060812,0.246495251,8,2,1
3476773,"th",2308,1,"New York_New York City",0.000134569,0.220478878,2,1,4
3013725,"renewal approved active increase to",1573,1,"New York_New York City",9.17e-05,0.27385159,35,5,3
3252648,"sincerely",34895,1,"New York_New York City",0.002034574,0.25243464,9,1,3
1825820,"information west street suite w st",107,1,"New York_New York City",6.24e-06,0.293470739,34,6,3
953853,"d chin department of parks recr u",6,1,"New York_New York City",3.5e-07,0.338403194,33,7,1
3213385,"several amendments to article are proposed in order to achieve consistency",1,0,"New York_New York City",5.83e-08,0.31185567,74,11,2
1546007,"g more housing authority a",7,1,"New York_New York City",4.08e-07,0.118356305,26,5,2
444453,"av and w st manhattan",164,1,"New York_New York City",9.56e-06,0.437017563,21,5,3
2584106,"one in three children are overweight or obese in this country while",2114,0,"New York_New York City",0.000123258,0.250902383,67,12,3
748769,"clean ups",5,1,"New York_New York City",2.92e-07,0.127118644,9,2,4
2341213,"m rivera transit authority",140,1,"New York_New York City",8.16e-06,0.256000152,26,4,1
2215392,"marine park one family dwellings madison place",3,1,"New York_New York City",1.75e-07,0.177612718,46,7,2
2431428,"n koloszuk fire department d",7,1,"New York_New York City",4.08e-07,0.021192664,28,5,4
2281960,"midtown east coops elevator apartments tudor city place",105,1,"New York_New York City",6.12e-06,0.09562921,55,8,4
747687,"c l cruz police department a",7,1,"New York_New York City",4.08e-07,0.302427171,28,6,1
2949007,"rarely value label frequency percent",1,1,"New York_New York City",5.83e-08,0.463375455,36,5,1
153015,"agent the penson information the pension corporation",21,1,"New York_New York City",1.22e-06,0.032846485,52,7,1
2138767,"long island city ny",6753,1,"New York_New York City",0.000393738,0.331493662,19,4,5
447377,"avenue ave",174,1,"New York_New York City",1.01e-05,0.281354393,10,2,3
2334886,"moved in to",3103,1,"New York_New York City",0.000180922,0.250922226,11,3,3
2378172,"national association of state budget officers tax expenditure reporting closing the loophole in",10,0,"New York_New York City",5.83e-07,0.473756398,95,13,4
2735668,"permit for demolition excavation or foundation work to be",3,0,"New York_New York City",1.75e-07,0.441441441,57,9,3
3595099,"the objective of the indirect business displacement analysis is to determine whether the proposed",12,0,"New York_New York City",7e-07,0.305733603,97,14,5
1642603,"h khan transit authority",11,1,"New York_New York City",6.41e-07,0.031436814,24,4,1
3740436,"to made in ny media center by ifp john st brooklyn",1,0,"New York_New York City",5.83e-08,0.178947368,50,11,5
1802604,"information",99502,1,"New York_New York City",0.005801524,0.249357246,11,1,5
2802677,"post the proof of age sign and tax stamp sign provided in this kit where your customers can easily see them",1,0,"New York_New York City",5.83e-08,0.3,107,21,3
1414383,"forest hills ny",2800,1,"New York_New York City",0.000163256,0.272896519,15,3,4
1123488,"drie tac report tac issued in calender year",25516,1,"New York_New York City",0.001487726,0.248828678,43,8,4
2405115,"new hyde park road suite new hyde park rd ste",109,1,"New York_New York City",6.36e-06,0.008908922,45,10,3
1820653,"information republic airport suite ion",23,1,"New York_New York City",1.34e-06,0.222216635,38,5,5
441746,"av",6455,1,"New York_New York City",0.000376363,0.230736842,2,1,5
3943444,"welsh",899,1,"New York_New York City",5.24e-05,0.246777247,5,1,4
558610,"borough of manhattan to change managing agent information please download the scrie property change form from finance",22567,0,"New York_New York City",0.001315782,0.24677244,117,17,4
2194920,"managing owner",122517,1,"New York_New York City",0.007143427,0.251702577,14,2,4
558645,"borough of queens to change agent owner information please download the scrie property change form on finance",5676,0,"New York_New York City",0.000330943,0.252813871,109,17,1
3763790,"to to credit",1475691,1,"New York_New York City",0.08604105,0.252988806,12,3,1
3117147,"r p menoni department of environmenta e",7,0,"New York_New York City",4.08e-07,0.091728267,39,7,5
2214351,"margin of margin of margin of margin of margin of margin of",616,0,"New York_New York City",3.59e-05,0.241534212,59,12,4
1133437,"d the contractor agrees to include the provisions of the foregoing paragraphs in every",6,0,"New York_New York City",3.5e-07,0.079434889,86,14,5
1343773,"faucets use or gallons a minute frank secretary",1,0,"New York_New York City",5.83e-08,0.178819444,47,8,1
675443,"cecilia kushner",6,1,"New York_New York City",3.5e-07,0.47595629,15,2,2
1661606,"houses brooklyn and removed one new stove from the premises during a follow up",1,0,"New York_New York City",5.83e-08,0.148760331,78,14,4
3438153,"t a chinapen transit authority",7,1,"New York_New York City",4.08e-07,0.338449615,30,5,2
2211081,"map chang s h our concept of he neighborhood",1,1,"New York_New York City",5.83e-08,0.190647482,44,9,5
3013755,"renewal approved expired two year",19965,1,"New York_New York City",0.001164071,0.236532239,33,5,3
1316496,"expense total expense per",479,1,"New York_New York City",2.79e-05,0.183281412,25,4,2
1409700,"forces of the ongoing obesity epidemic the institute of medicine recently",22436,0,"New York_New York City",0.001308144,0.246992419,73,11,5
3895115,"vision zero",35,1,"New York_New York City",2.04e-06,0.176190476,11,2,2
1368356,"filler pic x",239,1,"New York_New York City",1.39e-05,0.247280434,12,3,1
1217994,"e m illiano jr police department k",3,1,"New York_New York City",1.75e-07,0.081583468,34,7,2
367804,"are you now or have you ever been the subject of any claim of malpractice in an",1,0,"New York_New York City",5.83e-08,0.046875,79,17,1
3164324,"scrie tac report tac issued in calendar year",111415,1,"New York_New York City",0.006496119,0.247842035,44,8,5
2936214,"questions",203,1,"New York_New York City",1.18e-05,0.289189189,9,1,3
369920,"arno venue",1,1,"New York_New York City",5.83e-08,0.448360084,10,2,5
4042135,"would reduce ghg emissions from buildings by percent compared to levels",1,0,"New York_New York City",5.83e-08,0.275692014,71,11,1
1130649,"d s mandell business integrity commiss a",7,1,"New York_New York City",4.08e-07,0.044808446,40,7,1
867590,"contributor of calories to the american diet as well as a leading",2197,0,"New York_New York City",0.000128097,0.251372499,65,12,1
3681433,"this report also includes information on renewal tenants with a pending application these applications to renew the scrie benefit have been received by dof but deemed",25502,0,"New York_New York City",0.001486909,0.253792783,166,26,3
3133714,"safer brand o insecticidal potassium laurate",3,0,"New York_New York City",1.75e-07,0.493641913,44,6,1
1782925,"increase",32949,1,"New York_New York City",0.001921111,0.261684996,8,1,3
2274645,"m g bryan housing authority a",3,1,"New York_New York City",1.75e-07,0.386146211,29,6,1
3911940,"wadsworth avenue new york ny",2,1,"New York_New York City",1.17e-07,0.105053191,28,5,1
3157119,"schenck avenue boulevard boulevard",18,1,"New York_New York City",1.05e-06,0.009677204,34,4,5
1815153,"information management office",2202,1,"New York_New York City",0.000128389,0.243084147,29,3,1
1517446,"g a thomas department of sanitation v",4,1,"New York_New York City",2.33e-07,0.39364559,37,7,3
1257269,"e olmo police department x",7,1,"New York_New York City",4.08e-07,0.160530344,26,5,4
3246717,"significant for residences that predate extension of urban services that continued to be",4,0,"New York_New York City",2.33e-07,0.20652116,88,13,5
988165,"demonstrated specific human health effects or magnitude of such effects",1,0,"New York_New York City",5.83e-08,0.095959596,71,10,3
1092927,"docket app months included in this of monthly total tac for tax period tac type",117943,0,"New York_New York City",0.006876737,0.248757376,79,15,2
2686607,"parking",521,1,"New York_New York City",3.04e-05,0.206422018,7,1,1
1812925,"information hoyt street bergen st",2,1,"New York_New York City",1.17e-07,0.478537162,33,5,5
558415,"borough of bronx to change agent owner information please download the scrie property change form on finance",4632,0,"New York_New York City",0.000270072,0.249931551,108,17,2
1804507,"information avenue",1806,1,"New York_New York City",0.0001053,0.27456842,18,2,3
3632994,"the ribbon displaying filing progression status",13,1,"New York_New York City",7.58e-07,0.273964497,47,6,2
2059472,"l a ross department of correction d",3,1,"New York_New York City",1.75e-07,0.281898387,35,7,2
221217,"american society of civil engineers asce sei guideline for structural condition",1,0,"New York_New York City",5.83e-08,0.495375311,79,11,2
1500355,"fuad f adib",2,1,"New York_New York City",1.17e-07,0.147176269,11,3,5
1892967,"irish",947,1,"New York_New York City",5.52e-05,0.241161616,5,1,2
1691302,"i",4853,1,"New York_New York City",0.000282957,0.263013699,1,1,3
2010721,"k e barry police department d",7,1,"New York_New York City",4.08e-07,0.44104579,29,6,1
2398335,"n e moses transit authority",7,1,"New York_New York City",4.08e-07,0.123150485,27,5,4
3470598,"terms of indirect effects the open space ratios for residential open space study area would",1,0,"New York_New York City",5.83e-08,0.220970537,91,15,2
1271018,"e s espinal hra department of social s a",3,0,"New York_New York City",1.75e-07,0.229195924,40,9,2
2622716,"manufacturer or as measured in the field the height of the",6,0,"Washington_Seattle",3.27e-07,0.186716766,58,11,1
3932343,"self closing or automatically closing by listed closing and assemblies iebc resource a for a rating of",3,0,"Washington_Seattle",1.63e-07,0.391308513,102,17,4
5029139,"volunteer",2863,1,"Washington_Seattle",0.000155959,0.256313131,9,1,1
4058220,"smcjuryduty",5,1,"Washington_Seattle",2.72e-07,0.200348432,11,1,5
1530074,"environment and sustainability",1147,0,"Washington_Seattle",6.25e-05,0.166666667,30,3,2
3783242,"rin",88,1,"Washington_Seattle",4.79e-06,0.191865598,3,1,3
2733806,"mission statement and priorities",498,1,"Washington_Seattle",2.71e-05,0.334433262,32,4,2
2086645,"identify opportunities for alternatives to traditional open space including green",1,0,"Washington_Seattle",5.45e-08,0.498295028,81,10,4
3308042,"pharmacies that serve the indian health service tribal urban indian health program not",4,0,"Washington_Seattle",2.18e-07,0.060383999,86,13,3
2969237,"o",4122,1,"Washington_Seattle",0.000224541,0.227313939,1,1,2
1381115,"drag strut see collector",3,1,"Washington_Seattle",1.63e-07,0.211787423,24,4,1
4959270,"used oil fuel marketer to burner no",224,0,"Washington_Seattle",1.22e-05,0.193822367,35,7,4
5103461,"west duwamish greenbelt",1256,1,"Washington_Seattle",6.84e-05,0.017772512,23,3,1
4978773,"utilizing multiple rows of staples high load diaphragms with framing of",12,0,"Washington_Seattle",6.54e-07,0.126868914,71,11,2
3585641,"rainier playfield",1263,1,"Washington_Seattle",6.88e-05,0.093932322,17,2,4
3473223,"project id end date ongoing",10452,1,"Washington_Seattle",0.000569361,0.261772444,27,5,1
11820,"about this study",11,1,"Washington_Seattle",5.99e-07,0.361586758,16,3,2
1931055,"ground seismic winter ice barrier air mean",3,0,"Washington_Seattle",1.63e-07,0.443440407,42,7,5
4946957,"uptown triangle or hours",2,1,"Washington_Seattle",1.09e-07,0.180119926,24,4,1
1814547,"friends of roxhill elementary will review submittals conduct interviews of our top two or three finalists and make a selection by then the selected artist will work with our community conducting surveys meetings voting and or other methods we decide will work to serve our hopes and dreams for the mural through this process we will develop draft mural concepts revise the drafts based on community feedback and develop a final design the mural will be painted in and depending on weather friends of roxhill will host a final playground and mural unveiling party in inviting the community and media to the celebration",18,0,"Washington_Seattle",9.81e-07,0.275973918,617,103,1
1159254,"cumulative reserve subfund",28054,1,"Washington_Seattle",0.001528209,0.263909774,26,3,4
1703616,"finance and administrative services",2833,1,"Washington_Seattle",0.000154324,0.330601093,35,4,2
4686727,"this detail is for information only funds are appropriated in the budget at the budget control level amounts in thousands of dollars",18814,0,"Washington_Seattle",0.001024871,0.235042685,132,22,5
562237,"basement the portion of a building having its floor flood insurance study the official report provided",3,0,"Washington_Seattle",1.63e-07,0.021804185,102,16,3
1196588,"day street boat ramp",1235,1,"Washington_Seattle",6.73e-05,0.361143524,20,4,3
4699853,"this project builds or replaces aging communications infrastructure including fiber optic rings digital microwave",6,0,"Washington_Seattle",3.27e-07,0.414143844,113,14,5
4246211,"sufficiency rating",2,1,"Washington_Seattle",1.09e-07,0.402118644,18,2,3
2610972,"males years",681,1,"Washington_Seattle",3.71e-05,0.287833271,11,2,1
1941955,"guarding detainees at a hospital",497,0,"Washington_Seattle",2.71e-05,0.262790698,32,5,3
3157686,"other financing sources and uses",165,1,"Washington_Seattle",8.99e-06,0.373725934,32,5,5
206164,"amounts in thousands of dollars",7145,1,"Washington_Seattle",0.000389216,0.29245283,31,5,5
1697344,"fiiri qoraalada laga sameyay talooyinka karo xubnahaspd patakara pagbaba go",4,0,"Washington_Seattle",2.18e-07,0.130745122,75,10,3
2872583,"nent laws and ordinances be issued where the building official determines a shorter",3,0,"Washington_Seattle",1.63e-07,0.468757307,83,13,4
21,"a",13995,1,"Washington_Seattle",0.000762362,0.246743849,1,1,2
4085372,"source national center for charitable statistics core pc database for arts culture and humanities org the irs changed the reporting of",4,0,"Washington_Seattle",2.18e-07,0.226847521,134,21,2
3060430,"o m costs savings",46960,1,"Washington_Seattle",0.002558092,0.22287622,17,4,2
142782,"a land use designation on a zoning map that modifies the underlying designation in some",6,0,"Washington_Seattle",3.27e-07,0.129088486,87,15,3
2969216,"n zon",3,1,"Washington_Seattle",1.63e-07,0.18805093,5,2,4
3765630,"revenue sources",45519,1,"Washington_Seattle",0.002479595,0.228003384,15,2,3
3473183,"project id",1680,1,"Washington_Seattle",9.15e-05,0.216471935,10,2,5
2306812,"in the department initiated the policy of allocating fica taxes to o m in addition to capital projects operating expenses have been re stated to reflect",1,0,"Washington_Seattle",5.45e-08,0.176587302,152,26,1
386720,"archtext",11,1,"Washington_Seattle",5.99e-07,0.229779412,8,1,5
1437988,"education building and chapel dahp map",2,1,"Washington_Seattle",1.09e-07,0.487299372,38,6,5
4246553,"sufficiently frequent the proposal would allow for more flexibility in counting fts timing and",1,0,"Washington_Seattle",5.45e-08,0.42045999,94,14,4
743434,"byc height",435,1,"Washington_Seattle",2.37e-05,0.264456438,10,2,3
4233645,"submitted within the allowable time period post final inspection approval",3,0,"Washington_Seattle",1.63e-07,0.080912863,73,10,5
2580796,"luqna type los e inquilinos de propiedades",3,0,"Washington_Seattle",1.63e-07,0.021367521,42,7,3
2017952,"hispanic or latino persons of color total",423,1,"Washington_Seattle",2.3e-05,0.248857994,41,7,5
1036382,"consider accepting clients if services other",1,1,"Washington_Seattle",5.45e-08,0.431554238,44,6,4
1618133,"expenditures",4024,1,"Washington_Seattle",0.000219203,0.338798753,12,1,2
2366372,"it is free to display your art and we work solely on commission there is a one time application fee you maintain possession of your work until it sells ugallery then covers the packaging and shipping of your work directly from your studio to the client",18,0,"Washington_Seattle",9.81e-07,0.202505626,252,46,4
3719483,"reroofing the process of recovering or replacing an",9,0,"Washington_Seattle",4.9e-07,0.214147287,51,8,4
4810520,"total",103068,1,"Washington_Seattle",0.005614511,0.222023673,5,1,2
4065734,"socioeconomics",96,1,"Washington_Seattle",5.23e-06,0.340040427,14,1,2
3274665,"people dogs and parks strategic plan",1238,0,"Washington_Seattle",6.74e-05,0.333625503,36,6,4
1570178,"event calendar",15764,1,"Washington_Seattle",0.000858726,0.42327044,14,2,3
3094146,"o p",16,1,"Washington_Seattle",8.72e-07,0.420331067,3,2,2
3322990,"pioneer square japantown front",2,1,"Washington_Seattle",1.09e-07,0.474672709,30,4,3
4364673,"that customers electric power is restored as quickly as possible these outages result from events such as storms accidents",4,0,"Washington_Seattle",2.18e-07,0.136143243,122,19,3
3129667,"or e mail not be used for commercial purposes",84,1,"Washington_Seattle",4.58e-06,0.07032967,45,9,4
4652523,"the tmp directs the sdot to make capital and service investments to help achieve this vision",2,0,"Washington_Seattle",1.09e-07,0.43503026,92,16,3
1480794,"employed go outside home disability",547,0,"Washington_Seattle",2.98e-05,0.2675,35,5,4
198387,"amenities such as pedestrian street lighting street trees street furniture and",7,0,"Washington_Seattle",3.81e-07,0.009135662,78,11,5
2093041,"if currentstatuscategory",498,1,"Washington_Seattle",2.71e-05,0.070356288,24,2,4
1280757,"detonation required not permitted",30,1,"Washington_Seattle",1.63e-06,0.267034568,33,4,1
3867993,"seattle",21054,1,"Washington_Seattle",0.001146892,0.402017291,7,1,3
2294440,"internal structural walls of large vaults shall be provided with openings sufficient for",6,0,"Washington_Seattle",3.27e-07,0.028189817,88,13,4
2140614,"improvement ne north of office supply develop into more of a gathering plaza read paper drink a cup of coffee wait",1,0,"Washington_Seattle",5.45e-08,0.019328704,114,21,5
2870653,"neighbors",85,1,"Washington_Seattle",4.63e-06,0.211711712,9,1,4
613822,"be provided with its own prv",3,1,"Washington_Seattle",1.63e-07,0.436550793,28,6,2
1693607,"figure set top box for tivo or replay tv reception",1,0,"Washington_Seattle",5.45e-08,0.081775505,50,10,1
3543908,"public health services health care for the homeless",27,0,"Washington_Seattle",1.47e-06,0.246968345,51,8,3
1843827,"fund appropriations allocations",45498,1,"Washington_Seattle",0.002478451,0.227967301,31,3,5
2169895,"inclement weather or other emergency conditions shall not be compensated for",3,0,"Washington_Seattle",1.63e-07,0.479737643,76,11,2
1353709,"document library",597,1,"Washington_Seattle",3.25e-05,0.45543672,16,2,2
2813788,"multipurpose ltgo",9550,1,"Washington_Seattle",0.000520225,0.21559616,17,2,2
2141118,"improvement projects",28,1,"Washington_Seattle",1.53e-06,0.349326852,20,2,2
2677084,"meet demand if adaptation options were deployed",1,0,"Washington_Seattle",5.45e-08,0.075573841,47,7,4
2925553,"north rainier landbanked site park development",1237,0,"Washington_Seattle",6.74e-05,0.303967328,46,6,1
872611,"city light",10411,1,"Washington_Seattle",0.000567127,0.197428139,10,2,1
2605797,"make a property or building complaint",2119,1,"Washington_Seattle",0.00011543,0.23877551,37,6,4
2175380,"includes",190,1,"Washington_Seattle",1.04e-05,0.244825649,8,1,3
2713980,"mile area around the project trout species stocked in these lakes consist of westslope",3,0,"Washington_Seattle",1.63e-07,0.2912975,86,14,2
4814303,"total not living with owngrandchildren under",546,1,"Washington_Seattle",2.97e-05,0.271406881,44,6,4
4949692,"urban food systems program",1238,1,"Washington_Seattle",6.74e-05,0.240654206,26,4,5
2227036,"information technology and office space management support for all sdot business activities",15,0,"Washington_Seattle",8.17e-07,0.061289307,91,12,5
4926347,"universe population years and over other living with one parent",681,1,"Washington_Seattle",3.71e-05,0.205630157,63,10,1
1429267,"ecology technical guidance manual for evaluating emerging stormwater treatment",6,0,"Washington_Seattle",3.27e-07,0.054944746,78,9,3
2316883,"in thick insulation",3,1,"Washington_Seattle",1.63e-07,0.016437815,19,3,3
5240083,"would occur over the next years and existing capacity could change with each new building",2,0,"Washington_Seattle",1.09e-07,0.043741148,89,15,4
873304,"city light fund revenues",14154,1,"Washington_Seattle",0.000771023,0.118523488,24,4,1
1320911,"directors rule dww stormwater manual",2413,1,"Washington_Seattle",0.000131445,0.229818463,36,5,2
3477469,"projects about developing transportation choices in the city in prioritizing investments these plans",2,0,"Washington_Seattle",1.09e-07,0.007702393,100,13,2
2554041,"location s charles st",24,1,"Washington_Seattle",1.31e-06,0.430982411,21,4,4
63013,"actuals rev",26268,1,"Washington_Seattle",0.001430919,0.221246492,11,2,4
235543,"and dates by which they need to be completed for the initiative to be",1,0,"Washington_Seattle",5.45e-08,0.255102041,69,14,2
508168,"available for tree root growth these systems provide",3,0,"Washington_Seattle",1.63e-07,0.141175363,52,8,1
4854441,"transportation",15516,1,"Washington_Seattle",0.000845216,0.215858041,14,1,1
4318527,"tank sfc type not reported",179,1,"Washington_Seattle",9.75e-06,0.219816906,26,5,5
4763760,"to be able to go to that viewpoint in perpetuity and see significant natural and developed",1,0,"Washington_Seattle",5.45e-08,0.010582011,90,16,5
